,date,time,ans,InputID,story_num,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,strategy,counts,strategy_jdg
5858,2017/11/06,14:38:42,213,31710074,5,2,1,3,CHECK,0,0,3,1,2,1509946707,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_1,r,60,r_s
5864,2017/11/06,14:38:49,213,31710074,5,2,2,3,CHECK,0,0,3,1,2,1509946723,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_2,r,60,r_s
5870,2017/11/06,14:38:58,213,31710074,5,2,3,3,CHECK,0,0,3,1,2,1509946730,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_3,r,60,r_s
5876,2017/11/06,14:39:04,213,31710074,5,2,4,3,CHECK,0,0,3,1,2,1509946739,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_4,r,60,r_s
5884,2017/11/06,14:39:14,213,31710074,5,2,5,5,CHECK,0,0,3,1,2,1509946744,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,60,n_s
5896,2017/11/06,14:39:37,253,31710074,5,3,1,9,CHECK,0,0,3,5,2,1509946755,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_3_1,r,60,r_f
5958,2017/11/06,14:41:05,312,31710074,5,3,2,3,CHECK,0,0,2,1,3,1509946855,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,60,r_s
5966,2017/11/06,14:41:20,346,31710074,5,3,3,5,CHECK,0,0,6,4,3,1509946865,1,f,0,1,0,1,0,2,1,,,,,,,,,r,,5_3_3,r,60,r_f
5990,2017/11/06,14:42:09,312,31710074,5,3,4,3,CHECK,0,0,2,1,3,1509946905,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,60,r_s
5998,2017/11/06,14:42:18,312,31710074,5,3,5,5,CHECK,0,0,2,1,3,1509946930,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,60,r_s
6,2017/10/16,14:58:59,321,ばんごう,3,1,1,5,CHECK,0,0,1,2,3,1508133494,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_1,n,10,n_s
11,2017/10/16,14:59:39,321,ばんごう,3,1,2,3,CHECK,0,0,1,2,3,1508133543,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,10,F*_s
16,2017/10/16,14:59:51,321,ばんごう,3,1,3,3,CHECK,0,0,1,2,3,1508133580,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_3,F*,10,F*_s
23,2017/10/16,15:00:44,321,ばんごう,3,1,4,5,CHECK,0,0,1,2,3,1508133592,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_4,n,10,n_s
28,2017/10/16,15:01:16,321,ばんごう,3,1,5,3,CHECK,0,0,1,2,3,1508133644,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,10,F*_s
33,2017/10/16,15:01:35,341,ばんごう,3,2,1,3,CHECK,0,0,1,4,3,1508133680,1,f,0,0,1,0,1,2,1,,,,,,,,,,,3_2_1,n,10,n_f
54,2017/10/16,15:02:56,321,ばんごう,3,2,2,3,CHECK,0,0,1,2,3,1508133756,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_2,F*,10,F*_s
61,2017/10/16,15:03:19,321,ばんごう,3,2,3,5,CHECK,0,0,1,2,3,1508133777,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_3,n,10,n_s
66,2017/10/16,15:03:34,326,ばんごう,3,2,4,3,CHECK,0,0,6,2,3,1508133799,1,f,1,1,1,1,0,4,1,,,,,,,,,,F*,3_2_4,F*,10,F*_f
92,2017/10/16,15:05:23,326,ばんごう,3,2,5,3,CHECK,0,0,6,2,3,1508133851,1,f,1,1,1,1,0,4,1,,,,,,,,,,F*,3_2_5,F*,10,F*_f
189,2017/10/16,14:49:01,421,31510207,3,1,1,3,CHECK,0,0,1,2,4,1508132921,1,f,0,1,0,1,1,3,1,,,,,,,,s,,,3_1_1,s,40,s_f
197,2017/10/16,14:49:50,321,31510207,3,1,2,3,CHECK,0,0,1,2,3,1508132958,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,40,F*_s
202,2017/10/16,14:50:06,321,31510207,3,1,3,3,CHECK,0,0,1,2,3,1508132991,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_3,F*,40,F*_s
209,2017/10/16,14:50:29,321,31510207,3,1,4,5,CHECK,0,0,1,2,3,1508133006,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,40,F*_s
214,2017/10/16,14:50:45,321,31510207,3,1,5,3,CHECK,0,0,1,2,3,1508133030,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,40,F*_s
219,2017/10/16,14:51:05,321,31510207,3,2,1,3,CHECK,0,0,1,2,3,1508133048,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_1,F*,40,F*_s
224,2017/10/16,14:51:17,321,31510207,3,2,2,3,CHECK,0,0,1,2,3,1508133065,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_2,r,40,r_s
229,2017/10/16,14:51:37,321,31510207,3,2,3,3,CHECK,0,0,1,2,3,1508133078,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,40,F*_s
234,2017/10/16,14:51:51,321,31510207,3,2,4,3,CHECK,0,0,1,2,3,1508133098,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_4,n,40,n_s
239,2017/10/16,14:52:02,321,31510207,3,2,5,3,CHECK,0,0,1,2,3,1508133111,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,40,n_s
111,2017/10/30,14:45:39,321,31510207,4,1,1,5,CHECK,0,0,1,2,3,1509342323,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_1,n,40,n_s
117,2017/10/30,14:46:01,321,31510207,4,1,2,3,CHECK,0,0,1,2,3,1509342340,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,40,F*_s
123,2017/10/30,14:46:13,321,31510207,4,1,3,3,CHECK,0,0,1,2,3,1509342361,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,40,F*_s
129,2017/10/30,14:46:54,321,31510207,4,1,4,3,CHECK,0,0,1,2,3,1509342374,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,40,F*_s
135,2017/10/30,14:47:02,321,31510207,4,1,5,3,CHECK,0,0,1,2,3,1509342415,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,40,F*_s
141,2017/10/30,14:47:45,621,31510207,4,2,1,3,CHECK,0,0,1,2,6,1509342425,1,f,1,1,1,1,0,4,1,,,,,,,,,,F*,4_2_1,F*,40,F*_f
164,2017/10/30,14:48:16,321,31510207,4,2,2,3,CHECK,0,0,1,2,3,1509342485,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,40,F*_s
170,2017/10/30,14:48:27,321,31510207,4,2,3,3,CHECK,0,0,1,2,3,1509342497,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,40,F*_s
176,2017/10/30,14:48:46,321,31510207,4,2,4,3,CHECK,0,0,1,2,3,1509342507,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,40,F*_s
182,2017/10/30,14:49:06,321,31510207,4,2,5,3,CHECK,0,0,1,2,3,1509342527,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,40,F*_s
188,2017/10/30,14:49:35,534,31510207,4,3,1,3,CHECK,0,0,4,3,5,1509342549,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,40,n_f
253,2017/10/30,15:04:13,321,31510207,4,3,2,3,CHECK,0,0,1,2,3,1509343440,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_2,n,40,n_s
259,2017/10/30,15:04:28,123,31510207,4,3,3,3,CHECK,0,0,3,2,1,1509343454,1,f,0,1,1,1,1,4,1,,,,,,,,,r,,4_3_3,r,40,r_f
270,2017/10/30,15:04:47,321,31510207,4,3,4,3,CHECK,0,0,1,2,3,1509343473,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_4,s,40,s_s
276,2017/10/30,15:05:00,321,31510207,4,3,5,3,CHECK,0,0,1,2,3,1509343488,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_5,n,40,n_s
98,2017/11/06,14:41:32,321,31510207,5,1,1,3,CHECK,0,0,1,2,3,1509946873,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_1,F*,40,F*_s
104,2017/11/06,14:41:44,321,31510207,5,1,2,3,CHECK,0,0,1,2,3,1509946893,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_2,F*,40,F*_s
110,2017/11/06,14:41:55,321,31510207,5,1,3,3,CHECK,0,0,1,2,3,1509946905,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,40,F*_s
116,2017/11/06,14:42:14,321,31510207,5,1,4,3,CHECK,0,0,1,2,3,1509946916,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_4,F*,40,F*_s
122,2017/11/06,14:42:24,321,31510207,5,1,5,3,CHECK,0,0,1,2,3,1509946934,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,40,F*_s
128,2017/11/06,14:42:48,321,31510207,5,2,1,3,CHECK,0,0,1,2,3,1509946946,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_1,n,40,n_s
134,2017/11/06,14:42:58,321,31510207,5,2,2,3,CHECK,0,0,1,2,3,1509946968,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_2,n,40,n_s
140,2017/11/06,14:43:06,321,31510207,5,2,3,3,CHECK,0,0,1,2,3,1509946979,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,40,n_s
146,2017/11/06,14:43:19,321,31510207,5,2,4,3,CHECK,0,0,1,2,3,1509946987,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_4,n,40,n_s
152,2017/11/06,14:43:31,321,31510207,5,2,5,3,CHECK,0,0,1,2,3,1509947000,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,40,n_s
159,2017/11/06,14:44:29,126,31510207,5,3,1,3,CHECK,0,0,6,2,1,1509947013,1,f,0,0,1,0,0,1,1,,,,,,,,,,,5_3_1,n,40,n_f
168,2017/11/06,14:45:24,123,31510207,5,3,2,3,CHECK,0,0,3,2,1,1509947096,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,40,r_s
174,2017/11/06,14:45:32,123,31510207,5,3,3,3,CHECK,0,0,3,2,1,1509947125,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,40,r_s
180,2017/11/06,14:45:45,123,31510207,5,3,4,3,CHECK,0,0,3,2,1,1509947133,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,40,r_s
186,2017/11/06,14:46:03,123,31510207,5,3,5,3,CHECK,0,0,3,2,1,1509947145,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,40,r_s
447,2017/10/16,16:37:27,541,S31610012,3,1,1,5,CHECK,0,0,1,4,5,1508139430,1,f,0,0,1,1,0,2,1,,,,,,,,,,F*,3_1_1,F*,15,F*_f
468,2017/10/16,16:38:16,321,S31610012,3,1,2,7,CHECK,0,0,1,2,3,1508139480,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_2,n,15,n_s
475,2017/10/16,16:38:31,321,S31610012,3,1,3,5,CHECK,0,0,1,2,3,1508139496,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,15,n_s
482,2017/10/16,16:38:44,321,S31610012,3,1,4,5,CHECK,0,0,1,2,3,1508139512,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_4,n,15,n_s
487,2017/10/16,16:38:50,321,S31610012,3,1,5,3,CHECK,0,0,1,2,3,1508139524,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,15,F*_s
498,2017/10/16,16:39:23,521,S31610012,3,2,1,9,CHECK,0,0,1,2,5,1508139533,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,3_2_1,r,15,r_f
510,2017/10/16,16:39:37,321,S31610012,3,2,2,7,CHECK,0,0,1,2,3,1508139567,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_2,n,15,n_s
515,2017/10/16,16:39:46,321,S31610012,3,2,3,3,CHECK,0,0,1,2,3,1508139578,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,15,F*_s
520,2017/10/16,16:39:56,321,S31610012,3,2,4,3,CHECK,0,0,1,2,3,1508139586,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_4,r,15,r_s
525,2017/10/16,16:40:08,321,S31610012,3,2,5,3,CHECK,0,0,1,2,3,1508139597,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,15,n_s
530,2017/10/16,16:40:17,145,S31610012,3,3,1,3,CHECK,0,0,5,4,1,1508139610,1,f,0,0,1,1,0,2,1,,,,,,,,,,F*,3_3_1,F*,15,F*_f
544,2017/10/16,16:40:40,431,S31610012,3,3,2,3,CHECK,0,0,1,3,4,1508139633,1,f,0,0,1,0,1,2,1,,,,,,,,,,,3_3_2,n,15,n_f
683,2017/10/16,16:43:46,531,S31610012,3,3,3,7,CHECK,0,0,1,3,5,1508139812,1,f,0,0,0,1,0,1,1,,,,,,,,,,,3_3_3,n,15,n_f
698,2017/10/16,16:44:06,541,S31610012,3,3,4,3,CHECK,0,0,1,4,5,1508139840,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_4,n,15,n_f
711,2017/10/16,16:44:36,231,S31610012,3,3,5,3,CHECK,0,0,1,3,2,1508139866,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_5,n,15,n_f
723,2017/10/16,14:53:15,321,3161014,3,1,1,5,CHECK,0,0,1,2,3,1508133171,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_1,n,15,n_s
730,2017/10/16,14:53:29,321,3161014,3,1,2,5,CHECK,0,0,1,2,3,1508133196,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_2,n,15,n_s
737,2017/10/16,14:55:28,321,3161014,3,1,3,5,CHECK,0,0,1,2,3,1508133313,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,15,n_s
742,2017/10/16,14:55:48,321,3161014,3,1,4,3,CHECK,0,0,1,2,3,1508133329,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,15,F*_s
747,2017/10/16,14:56:01,321,3161014,3,1,5,3,CHECK,0,0,1,2,3,1508133349,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,15,F*_s
752,2017/10/16,14:56:27,321,3161014,3,2,1,3,CHECK,0,0,1,2,3,1508133364,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_1,F*,15,F*_s
757,2017/10/16,14:56:41,321,3161014,3,2,2,3,CHECK,0,0,1,2,3,1508133388,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_2,F*,15,F*_s
762,2017/10/16,14:56:52,321,3161014,3,2,3,3,CHECK,0,0,1,2,3,1508133402,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,15,F*_s
767,2017/10/16,14:57:02,521,3161014,3,2,4,3,CHECK,0,0,1,2,5,1508133413,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,3_2_4,F*,15,F*_f
779,2017/10/16,14:57:29,321,3161014,3,2,5,7,CHECK,0,0,1,2,3,1508133427,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,15,n_s
788,2017/10/16,14:58:11,145,3161014,3,3,1,7,CHECK,0,0,5,4,1,1508133451,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_1,n,15,n_f
904,2017/10/16,15:03:32,521,3161014,3,3,2,5,CHECK,0,0,1,2,5,1508133733,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_2,n,15,n_f
947,2017/10/16,15:05:04,251,3161014,3,3,3,3,CHECK,0,0,1,5,2,1508133888,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_3,n,15,n_f
966,2017/10/16,15:05:51,231,3161014,3,3,4,3,CHECK,0,0,1,3,2,1508133933,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_4,n,15,n_f
976,2017/10/16,15:06:11,521,3161014,3,3,5,3,CHECK,0,0,1,2,5,1508133956,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_5,n,15,n_f
1357,2017/10/16,14:51:43,321,31710135,3,1,1,3,CHECK,0,0,1,2,3,1508133085,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_1,F*,45,F*_s
1362,2017/10/16,14:52:15,321,31710135,3,1,2,3,CHECK,0,0,1,2,3,1508133108,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,45,F*_s
1367,2017/10/16,14:52:37,321,31710135,3,1,3,3,CHECK,0,0,1,2,3,1508133136,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,45,n_s
1372,2017/10/16,14:52:52,321,31710135,3,1,4,3,CHECK,0,0,1,2,3,1508133158,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,45,F*_s
1377,2017/10/16,14:53:04,321,31710135,3,1,5,3,CHECK,0,0,1,2,3,1508133174,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_5,n,45,n_s
1390,2017/10/16,14:54:05,321,31710135,3,2,1,11,CHECK,0,0,1,2,3,1508133188,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_1,n,45,n_s
1395,2017/10/16,14:54:18,321,31710135,3,2,2,3,CHECK,0,0,1,2,3,1508133246,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_2,n,45,n_s
1400,2017/10/16,14:54:33,321,31710135,3,2,3,3,CHECK,0,0,1,2,3,1508133259,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_3,n,45,n_s
1405,2017/10/16,14:54:46,321,31710135,3,2,4,3,CHECK,0,0,1,2,3,1508133274,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_4,n,45,n_s
1410,2017/10/16,14:54:59,321,31710135,3,2,5,3,CHECK,0,0,1,2,3,1508133287,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,45,n_s
1415,2017/10/16,14:55:53,154,31710135,3,3,1,3,CHECK,0,0,4,5,1,1508133303,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_1,n,45,n_f
1549,2017/10/16,15:06:38,321,31710135,3,3,2,3,CHECK,0,0,1,2,3,1508133955,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3_2,n,45,n_s
1554,2017/10/16,15:06:52,321,31710135,3,3,3,3,CHECK,0,0,1,2,3,1508133999,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3_3,n,45,n_s
1559,2017/10/16,15:07:17,321,31710135,3,3,4,3,CHECK,0,0,1,2,3,1508134013,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3_4,n,45,n_s
1564,2017/10/16,15:08:15,321,31710135,3,3,5,3,CHECK,0,0,1,2,3,1508134039,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3_5,n,45,n_s
2278,2017/10/30,14:46:36,321,31710135,4,1,1,3,CHECK,0,0,1,2,3,1509342226,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_1,F*,45,F*_s
2284,2017/10/30,14:46:46,321,31710135,4,1,2,3,CHECK,0,0,1,2,3,1509342398,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,45,F*_s
2290,2017/10/30,14:47:00,321,31710135,4,1,3,3,CHECK,0,0,1,2,3,1509342407,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,45,F*_s
2296,2017/10/30,14:47:18,321,31710135,4,1,4,3,CHECK,0,0,1,2,3,1509342421,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,45,F*_s
2302,2017/10/30,14:47:30,321,31710135,4,1,5,3,CHECK,0,0,1,2,3,1509342439,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,45,F*_s
2308,2017/10/30,14:47:48,321,31710135,4,2,1,3,CHECK,0,0,1,2,3,1509342456,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,45,F*_s
2314,2017/10/30,14:48:30,321,31710135,4,2,2,3,CHECK,0,0,1,2,3,1509342470,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,45,F*_s
2320,2017/10/30,14:48:45,321,31710135,4,2,3,3,CHECK,0,0,1,2,3,1509342512,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,45,F*_s
2326,2017/10/30,14:48:57,321,31710135,4,2,4,3,CHECK,0,0,1,2,3,1509342526,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,45,F*_s
2332,2017/10/30,14:49:08,321,31710135,4,2,5,3,CHECK,0,0,1,2,3,1509342538,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,45,F*_s
2340,2017/10/30,14:49:50,321,31710135,4,3,1,5,CHECK,0,0,1,2,3,1509342553,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_1,n,45,n_s
2346,2017/10/30,14:50:06,312,31710135,4,3,2,3,CHECK,0,0,2,1,3,1509342592,1,f,0,1,1,1,1,4,1,,,,,,,,,,,4_3_2,n,45,n_f
2357,2017/10/30,14:50:34,341,31710135,4,3,3,3,CHECK,0,0,1,4,3,1509342614,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_3,n,45,n_f
2366,2017/10/30,14:50:57,321,31710135,4,3,4,3,CHECK,0,0,1,2,3,1509342642,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_4,n,45,n_s
2372,2017/10/30,14:51:09,321,31710135,4,3,5,3,CHECK,0,0,1,2,3,1509342658,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_5,n,45,n_s
1367,2017/11/06,14:45:13,321,31710135,5,1,1,3,CHECK,0,0,1,2,3,1509947093,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_1,F*,45,F*_s
1373,2017/11/06,14:45:23,321,31710135,5,1,2,3,CHECK,0,0,1,2,3,1509947114,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_2,F*,45,F*_s
1379,2017/11/06,14:45:38,321,31710135,5,1,3,3,CHECK,0,0,1,2,3,1509947124,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,45,F*_s
1387,2017/11/06,14:45:55,321,31710135,5,1,4,5,CHECK,0,0,1,2,3,1509947139,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_4,n,45,n_s
1393,2017/11/06,14:46:06,321,31710135,5,1,5,3,CHECK,0,0,1,2,3,1509947156,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,45,F*_s
1399,2017/11/06,14:46:21,321,31710135,5,2,1,3,CHECK,0,0,1,2,3,1509947171,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_1,F*,45,F*_s
1407,2017/11/06,14:46:43,321,31710135,5,2,2,5,CHECK,0,0,1,2,3,1509947182,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_2,n,45,n_s
1413,2017/11/06,14:46:58,321,31710135,5,2,3,3,CHECK,0,0,1,2,3,1509947204,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,45,n_s
1419,2017/11/06,14:47:07,321,31710135,5,2,4,3,CHECK,0,0,1,2,3,1509947219,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_4,n,45,n_s
1425,2017/11/06,14:47:18,321,31710135,5,2,5,3,CHECK,0,0,1,2,3,1509947228,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,45,n_s
1433,2017/11/06,14:48:57,213,31710135,5,3,1,5,CHECK,0,0,3,1,2,1509947242,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_1,n,45,n_s
1439,2017/11/06,14:49:31,213,31710135,5,3,2,3,CHECK,0,0,3,1,2,1509947338,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_3_2,F*,45,F*_s
1445,2017/11/06,14:49:47,213,31710135,5,3,3,3,CHECK,0,0,3,1,2,1509947376,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_3_3,F*,45,F*_s
1451,2017/11/06,14:50:03,213,31710135,5,3,4,3,CHECK,0,0,3,1,2,1509947388,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_3_4,F*,45,F*_s
1457,2017/11/06,14:50:19,213,31710135,5,3,5,3,CHECK,0,0,3,1,2,1509947404,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_3_5,F*,45,F*_s
1836,2017/10/16,14:45:11,321,31610079,3,1,1,3,CHECK,0,0,1,2,3,1508132704,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_1,F*,20,F*_s
1841,2017/10/16,14:45:17,521,31610079,3,1,2,3,CHECK,0,0,1,2,5,1508132712,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,3_1_2,F*,20,F*_f
1849,2017/10/16,14:45:31,321,31610079,3,1,3,3,CHECK,0,0,1,2,3,1508132723,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_3,F*,20,F*_s
1854,2017/10/16,14:45:39,321,31610079,3,1,4,3,CHECK,0,0,1,2,3,1508132732,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,20,F*_s
1859,2017/10/16,14:45:48,321,31610079,3,1,5,3,CHECK,0,0,1,2,3,1508132739,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,20,F*_s
1866,2017/10/16,14:46:15,321,31610079,3,2,1,5,CHECK,0,0,1,2,3,1508132763,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_1,n,20,n_s
1871,2017/10/16,14:46:31,321,31610079,3,2,2,3,CHECK,0,0,1,2,3,1508132775,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_2,r,20,r_s
1878,2017/10/16,14:47:07,321,31610079,3,2,3,5,CHECK,0,0,1,2,3,1508132791,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_3,r,20,r_s
1883,2017/10/16,14:47:20,321,31610079,3,2,4,3,CHECK,0,0,1,2,3,1508132827,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_4,r,20,r_s
1888,2017/10/16,14:47:28,321,31610079,3,2,5,3,CHECK,0,0,1,2,3,1508132840,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_5,r,20,r_s
2738,2017/10/30,14:38:25,321,31610079,4,1,1,3,CHECK,0,0,1,2,3,1509341896,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_1,r,20,r_s
2744,2017/10/30,14:38:37,321,31610079,4,1,2,3,CHECK,0,0,1,2,3,1509341906,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_2,r,20,r_s
2750,2017/10/30,14:38:46,321,31610079,4,1,3,3,CHECK,0,0,1,2,3,1509341917,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_3,r,20,r_s
