,date,time,ans,InputID,story_num,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,strategy,counts,strategy_jdg
6755,2017/10/16,14:49:22,321,31710156,3,2,4,5,CHECK,0,0,1,2,3,1508132949,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_4,F*,60,F*_s
6762,2017/10/16,14:50:07,321,31710156,3,2,5,5,CHECK,0,0,1,2,3,1508132963,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,60,n_s
6769,2017/10/16,14:50:49,145,31710156,3,3,1,5,CHECK,0,0,5,4,1,1508133012,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_1,n,60,n_f
6845,2017/10/16,15:45:24,125,31710156,3,3,2,3,CHECK,0,0,5,2,1,1508136309,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,3_3_2,r,60,r_f
6869,2017/10/16,15:52:57,321,31710156,3,3,3,3,CHECK,0,0,1,2,3,1508136767,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_3,s,60,s_s
6876,2017/10/16,15:53:23,321,31710156,3,3,4,5,CHECK,0,0,1,2,3,1508136786,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3_4,n,60,n_s
6881,2017/10/16,15:53:37,321,31710156,3,3,5,3,CHECK,0,0,1,2,3,1508136806,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_5,s,60,s_s
9213,2017/10/30,14:38:50,321,31710156,4,1,1,3,CHECK,0,0,1,2,3,1509341920,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_1,F*,60,F*_s
9219,2017/10/30,14:39:01,321,31710156,4,1,2,3,CHECK,0,0,1,2,3,1509341931,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,60,F*_s
9225,2017/10/30,14:39:10,321,31710156,4,1,3,3,CHECK,0,0,1,2,3,1509341942,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,60,F*_s
9233,2017/10/30,14:39:42,321,31710156,4,1,4,5,CHECK,0,0,1,2,3,1509341950,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_4,n,60,n_s
9239,2017/10/30,14:39:54,321,31710156,4,1,5,3,CHECK,0,0,1,2,3,1509341983,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,60,F*_s
9245,2017/10/30,14:40:10,321,31710156,4,2,1,3,CHECK,0,0,1,2,3,1509341996,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_2_1,r,60,r_s
9251,2017/10/30,14:40:17,321,31710156,4,2,2,3,CHECK,0,0,1,2,3,1509342011,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,60,F*_s
9257,2017/10/30,14:40:26,321,31710156,4,2,3,3,CHECK,0,0,1,2,3,1509342018,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,60,F*_s
9263,2017/10/30,14:40:33,425,31710156,4,2,4,3,CHECK,0,0,5,2,4,1509342027,1,f,0,0,0,0,0,0,1,,,,,,,,,r,,4_2_4,r,60,r_f
9275,2017/10/30,14:40:49,321,31710156,4,2,5,3,CHECK,0,0,1,2,3,1509342041,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,60,F*_s
9281,2017/10/30,14:46:53,453,31710156,4,3,1,3,CHECK,0,0,3,5,4,1509342392,1,f,0,0,1,1,1,3,1,,,,,,,,,,F*,4_3_1,F*,60,F*_f
9378,2017/10/30,14:53:44,321,31710156,4,3,2,3,CHECK,0,0,1,2,3,1509342815,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_2,s,60,s_s
9384,2017/10/30,14:53:56,321,31710156,4,3,3,3,CHECK,0,0,1,2,3,1509342824,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_3,s,60,s_s
9390,2017/10/30,14:54:11,321,31710156,4,3,4,3,CHECK,0,0,1,2,3,1509342837,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_4,s,60,s_s
9396,2017/10/30,14:54:20,321,31710156,4,3,5,3,CHECK,0,0,1,2,3,1509342852,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_5,s,60,s_s
5408,2017/11/06,14:49:46,352,31710156,5,1,1,13,CHECK,0,0,2,5,3,1509947350,1,f,0,0,1,0,0,1,1,,,,,,,,,,,5_1_1,n,60,n_f
5423,2017/11/06,14:50:21,231,31710156,5,1,2,3,CHECK,0,0,1,3,2,1509947411,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_2,r,60,r_s
5429,2017/11/06,14:50:32,231,31710156,5,1,3,3,CHECK,0,0,1,3,2,1509947422,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_3,r,60,r_s
5437,2017/11/06,14:50:51,321,31710156,5,1,4,5,CHECK,0,0,1,2,3,1509947432,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_4,r,60,r_s
5443,2017/11/06,14:51:10,321,31710156,5,1,5,3,CHECK,0,0,1,2,3,1509947451,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,60,F*_s
5453,2017/11/06,14:51:36,341,31710156,5,2,1,7,CHECK,0,0,1,4,3,1509947473,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_2_1,r,60,r_f
5464,2017/11/06,14:51:58,361,31710156,5,2,2,3,CHECK,0,0,1,6,3,1509947509,1,f,0,1,0,1,0,2,1,,,,,,,,,r,,5_2_2,r,60,r_f
5473,2017/11/06,14:52:15,321,31710156,5,2,3,3,CHECK,0,0,1,2,3,1509947524,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,60,n_s
5479,2017/11/06,14:52:27,431,31710156,5,2,4,3,CHECK,0,0,1,3,4,1509947536,1,f,0,1,1,1,0,3,1,,,,,,,,,,,5_2_4,n,60,n_f
5488,2017/11/06,14:53:17,231,31710156,5,2,5,3,CHECK,0,0,1,3,2,1509947552,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,60,n_s
5494,2017/11/06,14:53:35,235,31710156,5,3,1,3,CHECK,0,0,5,3,2,1509947601,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_3_1,r,60,r_f
5517,2017/11/06,14:54:35,231,31710156,5,3,2,5,CHECK,0,0,1,3,2,1509947658,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,60,r_s
5523,2017/11/06,14:54:47,231,31710156,5,3,3,3,CHECK,0,0,1,3,2,1509947676,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,60,r_s
5529,2017/11/06,14:54:56,231,31710156,5,3,4,3,CHECK,0,0,1,3,2,1509947687,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,60,r_s
5535,2017/11/06,14:55:05,431,31710156,5,3,5,3,CHECK,0,0,1,3,4,1509947696,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_3_5,r,60,r_f
3970,2017/10/09,15:22:09,321,31610121,2,1,1,3,CHECK,0,0,1,2,3,1507530118,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_1_1,n,60,n_s
3975,2017/10/09,15:22:23,321,31610121,2,1,2,3,CHECK,0,0,1,2,3,1507530131,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_2,r,60,r_s
3980,2017/10/09,15:22:36,321,31610121,2,1,3,3,CHECK,0,0,1,2,3,1507530144,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_3,r,60,r_s
3985,2017/10/09,15:22:51,321,31610121,2,1,4,3,CHECK,0,0,1,2,3,1507530157,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_4,r,60,r_s
3990,2017/10/09,15:23:03,321,31610121,2,1,5,3,CHECK,0,0,1,2,3,1507530172,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_1_5,r,60,r_s
3995,2017/10/09,15:23:20,321,31610121,2,2,1,3,CHECK,0,0,1,2,3,1507530187,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_1,r,60,r_s
4000,2017/10/09,15:23:37,321,31610121,2,2,2,3,CHECK,0,0,1,2,3,1507530201,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_2,r,60,r_s
4005,2017/10/09,15:23:51,321,31610121,2,2,3,3,CHECK,0,0,1,2,3,1507530218,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_3,r,60,r_s
4010,2017/10/09,15:24:03,321,31610121,2,2,4,3,CHECK,0,0,1,2,3,1507530232,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_4,r,60,r_s
4015,2017/10/09,15:24:18,321,31610121,2,2,5,3,CHECK,0,0,1,2,3,1507530244,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_5,r,60,r_s
4022,2017/10/09,15:24:55,425,31610121,2,3,1,5,CHECK,0,0,5,2,4,1507530262,1,f,0,0,0,1,1,2,1,,,,,,,,,r,,2_3_1,r,60,r_f
4092,2017/10/09,15:28:10,123,31610121,2,3,2,7,CHECK,0,0,3,2,1,1507530461,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_2,r,60,r_s
4097,2017/10/09,15:28:25,123,31610121,2,3,3,3,CHECK,0,0,3,2,1,1507530491,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_3,r,60,r_s
4102,2017/10/09,15:28:42,123,31610121,2,3,4,3,CHECK,0,0,3,2,1,1507530505,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_4,r,60,r_s
4109,2017/10/09,15:28:56,123,31610121,2,3,5,5,CHECK,0,0,3,2,1,1507530523,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_5,r,60,r_s
7068,2017/10/16,16:10:11,321,31610121,3,1,1,3,CHECK,0,0,1,2,3,1508137797,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_1,F*,60,F*_s
7073,2017/10/16,16:10:20,321,31610121,3,1,2,3,CHECK,0,0,1,2,3,1508137812,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,60,F*_s
7080,2017/10/16,16:10:38,321,31610121,3,1,3,5,CHECK,0,0,1,2,3,1508137821,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,60,n_s
7085,2017/10/16,16:10:55,321,31610121,3,1,4,3,CHECK,0,0,1,2,3,1508137839,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,60,F*_s
7092,2017/10/16,16:11:11,321,31610121,3,1,5,5,CHECK,0,0,1,2,3,1508137855,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_1_5,r,60,r_s
7097,2017/10/16,16:11:26,321,31610121,3,2,1,3,CHECK,0,0,1,2,3,1508137875,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_1,F*,60,F*_s
7104,2017/10/16,16:11:41,321,31610121,3,2,2,5,CHECK,0,0,1,2,3,1508137887,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_2,n,60,n_s
7109,2017/10/16,16:11:53,321,31610121,3,2,3,3,CHECK,0,0,1,2,3,1508137902,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,60,F*_s
7114,2017/10/16,16:12:05,321,31610121,3,2,4,3,CHECK,0,0,1,2,3,1508137914,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_4,F*,60,F*_s
7119,2017/10/16,16:12:19,321,31610121,3,2,5,3,CHECK,0,0,1,2,3,1508137926,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_5,F*,60,F*_s
7130,2017/10/16,16:13:11,541,31610121,3,3,1,9,CHECK,0,0,1,4,5,1508137942,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_1,n,60,n_f
7156,2017/10/16,16:14:42,321,31610121,3,3,2,3,CHECK,0,0,1,2,3,1508138055,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_2,s,60,s_s
7161,2017/10/16,16:15:06,321,31610121,3,3,3,3,CHECK,0,0,1,2,3,1508138083,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_3,s,60,s_s
7166,2017/10/16,16:15:20,321,31610121,3,3,4,3,CHECK,0,0,1,2,3,1508138107,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_4,s,60,s_s
7171,2017/10/16,16:15:35,321,31610121,3,3,5,3,CHECK,0,0,1,2,3,1508138121,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_5,s,60,s_s
9677,2017/10/30,14:56:48,321,31610121,4,1,1,7,CHECK,0,0,1,2,3,1509342992,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_1,n,60,n_s
9683,2017/10/30,14:56:57,321,31610121,4,1,2,3,CHECK,0,0,1,2,3,1509343009,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,60,F*_s
9689,2017/10/30,14:57:15,321,31610121,4,1,3,3,CHECK,0,0,1,2,3,1509343018,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,60,F*_s
9695,2017/10/30,14:57:28,321,31610121,4,1,4,3,CHECK,0,0,1,2,3,1509343036,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,60,F*_s
9701,2017/10/30,14:57:37,321,31610121,4,1,5,3,CHECK,0,0,1,2,3,1509343049,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,60,F*_s
9707,2017/10/30,14:57:47,321,31610121,4,2,1,3,CHECK,0,0,1,2,3,1509343060,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,60,F*_s
9713,2017/10/30,14:57:58,321,31610121,4,2,2,3,CHECK,0,0,1,2,3,1509343068,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,60,F*_s
9721,2017/10/30,14:58:14,325,31610121,4,2,3,5,CHECK,0,0,5,2,3,1509343078,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,4_2_3,r,60,r_f
9730,2017/10/30,14:58:35,321,31610121,4,2,4,3,CHECK,0,0,1,2,3,1509343103,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,60,F*_s
9736,2017/10/30,14:58:49,321,31610121,4,2,5,3,CHECK,0,0,1,2,3,1509343116,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,60,F*_s
9744,2017/10/30,14:59:08,534,31610121,4,3,1,5,CHECK,0,0,4,3,5,1509343132,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,60,n_f
9885,2017/10/30,15:04:27,321,31610121,4,3,2,3,CHECK,0,0,1,2,3,1509343452,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_2,s,60,s_s
9891,2017/10/30,15:04:45,123,31610121,4,3,3,3,CHECK,0,0,3,2,1,1509343470,1,f,0,1,1,1,1,4,1,,,,,,,,,r,,4_3_3,r,60,r_f
9902,2017/10/30,15:05:05,341,31610121,4,3,4,3,CHECK,0,0,1,4,3,1509343492,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_4,n,60,n_f
9922,2017/10/30,15:05:36,123,31610121,4,3,5,3,CHECK,0,0,3,2,1,1509343526,1,f,0,1,1,1,1,4,1,,,,,,,,s,,,4_3_5,s,60,s_f
5687,2017/11/06,14:49:01,321,31610121,5,1,1,3,CHECK,0,0,1,2,3,1509947308,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_1,F*,60,F*_s
5695,2017/11/06,14:49:21,321,31610121,5,1,2,5,CHECK,0,0,1,2,3,1509947342,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_2,r,60,r_s
5701,2017/11/06,14:49:40,321,31610121,5,1,3,3,CHECK,0,0,1,2,3,1509947361,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,60,F*_s
5707,2017/11/06,14:49:54,321,31610121,5,1,4,3,CHECK,0,0,1,2,3,1509947381,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_4,F*,60,F*_s
5713,2017/11/06,14:50:08,321,31610121,5,1,5,3,CHECK,0,0,1,2,3,1509947395,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_5,n,60,n_s
5723,2017/11/06,14:50:32,325,31610121,5,2,1,7,CHECK,0,0,5,2,3,1509947411,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,5_2_1,F*,60,F*_f
5737,2017/11/06,14:51:01,321,31610121,5,2,2,5,CHECK,0,0,1,2,3,1509947446,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_2,r,60,r_s
5743,2017/11/06,14:51:14,321,31610121,5,2,3,3,CHECK,0,0,1,2,3,1509947463,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_3,F*,60,F*_s
5749,2017/11/06,14:51:26,321,31610121,5,2,4,3,CHECK,0,0,1,2,3,1509947475,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_4,F*,60,F*_s
5755,2017/11/06,14:51:34,321,31610121,5,2,5,3,CHECK,0,0,1,2,3,1509947487,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,60,n_s
5765,2017/11/06,14:52:03,321,31610121,5,3,1,7,CHECK,0,0,1,2,3,1509947499,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_1,n,60,n_s
5773,2017/11/06,14:52:18,321,31610121,5,3,2,5,CHECK,0,0,1,2,3,1509947524,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_2,n,60,n_s
5779,2017/11/06,14:52:27,321,31610121,5,3,3,3,CHECK,0,0,1,2,3,1509947539,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_3,n,60,n_s
5785,2017/11/06,14:52:46,321,31610121,5,3,4,3,CHECK,0,0,1,2,3,1509947548,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,60,r_s
5791,2017/11/06,14:52:57,321,31610121,5,3,5,3,CHECK,0,0,1,2,3,1509947567,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_5,n,60,n_s
4114,2017/10/09,15:04:17,321,31710074,2,1,1,3,CHECK,0,0,1,2,3,1507529039,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_1,F*,60,F*_s
4119,2017/10/09,15:04:30,321,31710074,2,1,2,3,CHECK,0,0,1,2,3,1507529057,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_2,F*,60,F*_s
4126,2017/10/09,15:04:46,521,31710074,2,1,3,5,CHECK,0,0,1,2,5,1507529070,1,f,0,0,1,1,1,3,1,,,,,,,,,,,2_1_3,n,60,n_f
4134,2017/10/09,15:05:03,321,31710074,2,1,4,3,CHECK,0,0,1,2,3,1507529089,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_1_4,F*,60,F*_s
4139,2017/10/09,15:05:19,326,31710074,2,1,5,3,CHECK,0,0,6,2,3,1507529103,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,2_1_5,F*,60,F*_f
4149,2017/10/09,15:05:48,321,31710074,2,2,1,3,CHECK,0,0,1,2,3,1507529132,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_1,r,60,r_s
4154,2017/10/09,15:05:58,321,31710074,2,2,2,3,CHECK,0,0,1,2,3,1507529148,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_2_2,r,60,r_s
4159,2017/10/09,15:06:04,321,31710074,2,2,3,3,CHECK,0,0,1,2,3,1507529159,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_3,n,60,n_s
4164,2017/10/09,15:06:21,321,31710074,2,2,4,3,CHECK,0,0,1,2,3,1507529165,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_4,n,60,n_s
4169,2017/10/09,15:06:29,321,31710074,2,2,5,3,CHECK,0,0,1,2,3,1507529181,1,s,1,1,1,1,1,5,1,,,,,,,,,,,2_2_5,n,60,n_s
4179,2017/10/09,15:07:25,213,31710074,2,3,1,7,CHECK,0,0,3,1,2,1507529190,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_1,r,60,r_s
4184,2017/10/09,15:07:39,213,31710074,2,3,2,3,CHECK,0,0,3,1,2,1507529245,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_2,F*,60,F*_s
4189,2017/10/09,15:07:50,213,31710074,2,3,3,3,CHECK,0,0,3,1,2,1507529259,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_3,F*,60,F*_s
4196,2017/10/09,15:08:16,213,31710074,2,3,4,5,CHECK,0,0,3,1,2,1507529270,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,2_3_4,r,60,r_s
4201,2017/10/09,15:08:31,213,31710074,2,3,5,3,CHECK,0,0,3,1,2,1507529297,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,2_3_5,F*,60,F*_s
7182,2017/10/16,14:45:25,321,31710074,3,1,1,9,CHECK,0,0,1,2,3,1508132704,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_1,n,60,n_s
7187,2017/10/16,14:45:39,521,31710074,3,1,2,3,CHECK,0,0,1,2,5,1508132726,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_1_2,n,60,n_f
7197,2017/10/16,14:46:04,321,31710074,3,1,3,5,CHECK,0,0,1,2,3,1508132747,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,60,n_s
7204,2017/10/16,14:46:17,341,31710074,3,1,4,5,CHECK,0,0,1,4,3,1508132764,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,3_1_4,F*,60,F*_f
7212,2017/10/16,14:46:38,321,31710074,3,1,5,3,CHECK,0,0,1,2,3,1508132784,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,60,F*_s
7219,2017/10/16,14:46:52,321,31710074,3,2,1,5,CHECK,0,0,1,2,3,1508132800,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_1,n,60,n_s
7224,2017/10/16,14:47:07,321,31710074,3,2,2,3,CHECK,0,0,1,2,3,1508132813,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_2,F*,60,F*_s
7229,2017/10/16,14:47:22,321,31710074,3,2,3,3,CHECK,0,0,1,2,3,1508132827,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,60,F*_s
7236,2017/10/16,14:47:43,321,31710074,3,2,4,5,CHECK,0,0,1,2,3,1508132843,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_4,n,60,n_s
7243,2017/10/16,14:48:02,321,31710074,3,2,5,5,CHECK,0,0,1,2,3,1508132863,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_2_5,n,60,n_s
7252,2017/10/16,14:48:23,145,31710074,3,3,1,7,CHECK,0,0,5,4,1,1508132883,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_1,n,60,n_f
7290,2017/10/16,14:54:38,231,31710074,3,3,2,3,CHECK,0,0,1,3,2,1508133271,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_2,n,60,n_f
7308,2017/10/16,14:55:13,521,31710074,3,3,3,3,CHECK,0,0,1,2,5,1508133295,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_3,n,60,n_f
7316,2017/10/16,14:55:34,541,31710074,3,3,4,3,CHECK,0,0,1,4,5,1508133316,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_4,n,60,n_f
7332,2017/10/16,14:55:55,521,31710074,3,3,5,3,CHECK,0,0,1,2,5,1508133342,1,f,0,0,1,0,0,1,1,,,,,,,,,,,3_3_5,n,60,n_f
9933,2017/10/30,14:31:16,341,31710074,4,1,1,3,CHECK,0,0,1,4,3,1509341440,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,4_1_1,F*,60,F*_f
9962,2017/10/30,14:32:53,321,31710074,4,1,2,3,CHECK,0,0,1,2,3,1509341557,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,60,F*_s
9968,2017/10/30,14:33:06,321,31710074,4,1,3,3,CHECK,0,0,1,2,3,1509341574,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,60,F*_s
9974,2017/10/30,14:33:28,321,31710074,4,1,4,3,CHECK,0,0,1,2,3,1509341587,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,60,F*_s
9980,2017/10/30,14:33:47,321,31710074,4,1,5,3,CHECK,0,0,1,2,3,1509341609,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,60,F*_s
9990,2017/10/30,14:34:24,321,31710074,4,2,1,7,CHECK,0,0,1,2,3,1509341629,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_1,n,60,n_s
9996,2017/10/30,14:34:41,321,31710074,4,2,2,3,CHECK,0,0,1,2,3,1509341664,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,60,F*_s
10002,2017/10/30,14:35:07,321,31710074,4,2,3,3,CHECK,0,0,1,2,3,1509341682,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,60,F*_s
10008,2017/10/30,14:35:31,321,31710074,4,2,4,3,CHECK,0,0,1,2,3,1509341708,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,60,F*_s
10014,2017/10/30,14:35:46,341,31710074,4,2,5,3,CHECK,0,0,1,4,3,1509341731,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,4_2_5,F*,60,F*_f
10023,2017/10/30,14:36:22,453,31710074,4,3,1,3,CHECK,0,0,3,5,4,1509341759,1,f,0,0,1,1,1,3,1,,,,,,,,,,F*,4_3_1,F*,60,F*_f
10350,2017/10/30,14:56:52,523,31710074,4,3,2,5,CHECK,0,0,3,2,5,1509343000,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,4_3_2,r,60,r_f
10418,2017/10/30,14:59:04,123,31710074,4,3,3,5,CHECK,0,0,3,2,1,1509343128,1,f,0,1,1,1,1,4,1,,,,,,,,,r,,4_3_3,r,60,r_f
10429,2017/10/30,14:59:30,645,31710074,4,3,4,3,CHECK,0,0,5,4,6,1509343153,1,f,0,0,1,1,0,2,1,,,,,,,,,,,4_3_4,n,60,n_f
10446,2017/10/30,15:00:07,341,31710074,4,3,5,3,CHECK,0,0,1,4,3,1509343195,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_5,n,60,n_f
5799,2017/11/06,14:37:03,526,31710074,5,1,1,5,CHECK,0,0,6,2,5,1509946601,1,f,0,0,1,1,0,2,1,,,,,,,,,,,5_1_1,n,60,n_f
5827,2017/11/06,14:37:51,213,31710074,5,1,2,3,CHECK,0,0,3,1,2,1509946661,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_2,r,60,r_s
5837,2017/11/06,14:38:10,213,31710074,5,1,3,7,CHECK,0,0,3,1,2,1509946672,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_3,r,60,r_s
5845,2017/11/06,14:38:19,213,31710074,5,1,4,5,CHECK,0,0,3,1,2,1509946690,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_4,r,60,r_s
5851,2017/11/06,14:38:26,213,31710074,5,1,5,3,CHECK,0,0,3,1,2,1509946700,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_5,r,60,r_s
