"InputID","day","1_1","1_2","1_3","1_4","1_5","2_1","2_2","2_3","2_4","2_5","3_1","3_2","3_3","3_4","3_5"
"31710167",3,"F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_x_x","F_x_x","F_x_x","F_S_x","F_x_x","F_x_x","x_x_x","F_S_x","x_x_R","x_x_x"
"31510074",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31610044",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","x_S_x","x_x_x","x_x_x"
"31710150",3,"F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","x_x_x","x_S_x","x_x_x","x_x_x"
"31710148",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","x_x_x","x_x_x","x_S_x","x_x_x"
"31510058",3,"F_S_R","F_S_R","F_S_x","F_S_x","x_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_x_x","F_S_x","x_S_x","x_x_x"
"31710046",3,"F_S_x","x_x_x","x_x_x","F_S_x","F_S_x","x_S_x","F_S_x","F_S_x","F_S_x","F_S_R","x_x_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31710096",3,"F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_x_x","x_x_x","x_x_x","x_S_x","x_S_x"
"31610135",3,"F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","F_S_R","F_S_x","F_x_x","F_S_x","x_x_x","x_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31710002",3,"x_x_x","F_x_x","x_S_x","F_S_R","x_x_x","F_S_x","F_S_R","F_S_x","F_S_x","F_S_x","x_x_x","x_x_x","x_x_x","x_x_x","x_x_x"
"31610052",3,"x_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","x_x_x","F_S_x","F_S_x","F_S_x","x_S_R","x_S_R","x_S_R","x_S_R","x_S_x"
"31510156",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_R","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","x_S_x","x_x_x","x_S_x","x_S_x"
"31610025",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_R","F_S_R","F_S_R","x_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"s31610023",3,"F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","x_x_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31710035",3,"F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","F_x_x","F_S_x","F_S_x","F_x_x","x_x_x","x_x_x","F_S_x","x_x_x","x_x_x"
"31710105",3,"F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","x_x_x","F_S_x","x_x_x","F_S_x","F_S_R","F_x_x","x_x_x","x_S_x","x_S_x","x_S_x"
"s31710125",3,"F_S_x","F_S_R","F_S_x","x_x_R","F_x_R","F_x_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_x_x","x_S_x","x_S_x"
"31610097",3,"F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","x_S_x","x_S_x","x_S_x","x_S_x"
"s31710137",3,"F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","x_S_x","x_x_x","x_S_x","x_S_x","x_S_x"
"31710129",3,"F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_x_x","F_S_x","x_S_x"
"31510062",3,"x_x_x","F_S_x","F_x_x","F_S_x","x_x_x","F_S_x","x_S_x","F_S_x","F_x_x","F_x_x","x_x_x","x_S_R","x_S_R","x_x_R","x_S_R"
"31710165",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_x_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31710112",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31710156",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","x_x_x","F_x_x","F_x_R","x_S_x","x_x_x","x_S_x"
"31710086",3,"x_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31610121",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_x_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","x_x_x","x_S_x","x_S_x","x_S_x","x_S_x"
"31710074",3,"x_x_x","F_x_x","F_S_x","F_x_x","F_S_x","F_x_x","F_S_x","F_S_x","x_x_x","F_x_x","x_x_x","x_x_x","x_x_x","x_x_x","x_x_x"
"s31710042",3,"F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_x","F_S_R","F_S_R","F_S_R","x_x_R","F_x_x","x_x_x","x_S_x","x_S_x","x_S_x"
