,InputID,day,1_1,1_2,1_3,1_4,1_5,cluster0,2_1,2_2,2_3,2_4,2_5,cluster1,3_1,3_2,3_3,3_4,3_5,cluster2
33,31710145,5,F_S_x,F_S_x,F_S_x,F_S_x,F_S_x,2,x_S_x,F_S_x,F_S_x,F_S_R,F_S_x,4,x_S_R,x_S_R,x_x_R,x_S_R,x_S_R,6
35,3161097,5,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,2,x_x_x,x_x_x,x_x_x,x_x_x,x_x_x,4,x_x_x,x_x_x,x_x_x,x_x_R,x_x_x,0
40,31510173,5,F_S_x,F_S_x,F_S_x,x_x_x,F_S_x,2,x_S_x,F_x_x,F_S_x,F_S_x,F_S_x,4,x_S_x,x_S_x,x_S_x,x_S_x,x_x_x,1
47,31710042,5,F_S_x,F_S_x,F_S_x,F_S_x,x_x_x,2,x_x_x,x_S_x,x_x_x,x_x_x,F_S_x,4,x_S_x,F_x_R,x_x_x,F_x_x,x_x_x,1
34,31710117,5,F_S_x,F_x_x,F_S_x,F_S_x,x_x_x,3,F_x_x,F_S_x,F_S_x,F_S_x,x_S_x,4,x_x_x,x_x_R,x_x_R,x_x_R,x_x_x,4
45,31610121,5,F_S_x,F_x_x,F_S_x,F_S_x,F_S_x,3,F_x_x,F_x_x,F_S_x,F_S_x,F_S_x,4,x_S_x,x_S_x,x_S_x,x_S_R,x_S_x,0
26,31710016,5,F_S_x,F_S_x,F_S_x,F_S_x,F_x_x,5,x_x_x,F_x_x,F_S_x,F_S_x,F_S_x,4,x_x_x,x_x_R,x_x_x,x_x_R,x_x_R,2
11,31410011,5,x_x_x,x_x_R,x_S_R,F_S_R,F_S_R,4,x_S_R,F_S_R,F_S_R,x_S_R,x_S_R,5,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,6
44,31710086,5,F_S_x,x_x_R,x_S_R,x_S_R,x_S_R,4,F_S_x,F_S_R,x_S_R,x_S_R,x_S_R,5,x_S_R,x_S_R,x_S_R,x_S_R,x_S_R,6
5,31610158,5,F_x_x,F_S_x,F_S_x,x_S_x,F_S_x,6,x_x_x,x_x_x,x_x_x,x_x_R,x_x_R,5,x_x_x,F_x_R,F_x_R,F_x_R,F_x_R,2
39,31710143,5,x_x_x,F_S_x,F_S_x,F_S_x,F_S_x,2,x_x_x,x_x_x,x_x_R,x_x_x,x_x_R,6,x_x_R,x_x_x,x_x_x,x_x_R,x_x_x,0
