,date,time,ans,InputID,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st
34,2017/11/06,14:42:59,301,31710071,2,1,2,SET,1,1,1,0,3,1509946959,0,f,0,1,0,0,0,1,1,7.0,赤い花 が 7 本 さいています,e1,existence,1.0,more,e1,0,1,0
35,2017/11/06,14:43:04,321,31710071,2,1,3,SET,2,2,1,2,3,1509946959,0,s,1,1,1,1,1,5,1,0.0,きいろい花 が ? 本 さいています,e1,existence,2.0,more,e2,0,1,0
36,2017/11/06,14:43:05,321,31710071,2,1,3,CHECK,0,0,1,2,3,1509946959,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0
37,2017/11/06,14:43:05,321,31710071,2,1,3,PROB_END,0,0,1,2,3,1509946959,1,s,2,4,2,2,2,12,1,,,,,,,,0,1,0
38,2017/11/06,14:43:05,0,31710071,2,2,0,PROB_BEGIN,0,0,0,0,0,1509946985,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
39,2017/11/06,14:43:14,300,31710071,2,2,1,SET,3,3,0,0,3,1509946985,0,f,0,1,0,0,0,1,1,5.0,"きいろいふうせん は 赤いふうせん より
 5 こ すくないです",r1,comp_more,3.0,more,r,0,1,0
40,2017/11/06,14:43:25,301,31710071,2,2,2,SET,1,1,1,0,3,1509946985,0,f,0,1,0,0,0,1,1,8.0,赤いふうせん が 8 こ あります,e1,existence,1.0,more,e1,0,1,0
41,2017/11/06,14:43:27,321,31710071,2,2,3,SET,2,2,1,2,3,1509946985,0,s,1,1,1,1,1,5,1,0.0,きいろいふうせん が ? こ あります,e1,existence,2.0,more,e2,0,1,0
42,2017/11/06,14:43:28,321,31710071,2,2,3,CHECK,0,0,1,2,3,1509946985,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0
43,2017/11/06,14:43:28,321,31710071,2,2,3,PROB_END,0,0,1,2,3,1509946985,1,s,2,4,2,2,2,12,1,,,,,,,,0,1,0
44,2017/11/06,14:43:28,0,31710071,2,3,0,PROB_BEGIN,0,0,0,0,0,1509947008,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
45,2017/11/06,14:43:32,1,31710071,2,3,1,SET,1,1,1,0,0,1509947008,0,f,0,0,0,0,0,0,1,7.0,りんご が 7 こ あります,e1,existence,1.0,more,e1,0,0,0
46,2017/11/06,14:43:34,301,31710071,2,3,2,SET,3,3,1,0,3,1509947008,0,f,0,1,0,0,0,1,1,2.0,"みかん は りんご より
 2 こ すくないです",r1,comp_more,3.0,more,r,0,0,0
47,2017/11/06,14:43:37,321,31710071,2,3,3,SET,2,2,1,2,3,1509947008,0,s,1,1,1,1,1,5,1,0.0,みかん が ? こ あります,e1,existence,2.0,more,e2,0,0,0
48,2017/11/06,14:43:37,321,31710071,2,3,3,CHECK,0,0,1,2,3,1509947008,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
49,2017/11/06,14:43:38,321,31710071,2,3,3,PROB_END,0,0,1,2,3,1509947008,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
50,2017/11/06,14:43:38,0,31710071,2,4,0,PROB_BEGIN,0,0,0,0,0,1509947018,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
51,2017/11/06,14:43:40,1,31710071,2,4,1,SET,1,1,1,0,0,1509947018,0,f,0,0,0,0,0,0,1,6.0,アルミかん が 6 こ あります,e1,existence,1.0,more,e1,0,0,0
52,2017/11/06,14:43:42,301,31710071,2,4,2,SET,3,3,1,0,3,1509947018,0,f,0,1,0,0,0,1,1,2.0,"スチールかん は アルミかん より
 2 こ すくないです",r1,comp_more,3.0,more,r,0,0,0
53,2017/11/06,14:43:44,321,31710071,2,4,3,SET,2,2,1,2,3,1509947018,0,s,1,1,1,1,1,5,1,0.0,スチールかん が ? こ あります,e1,existence,2.0,more,e2,0,0,0
54,2017/11/06,14:43:45,321,31710071,2,4,3,CHECK,0,0,1,2,3,1509947018,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
55,2017/11/06,14:43:45,321,31710071,2,4,3,PROB_END,0,0,1,2,3,1509947018,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
56,2017/11/06,14:43:45,0,31710071,2,5,0,PROB_BEGIN,0,0,0,0,0,1509947025,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
57,2017/11/06,14:43:50,1,31710071,2,5,1,SET,1,1,1,0,0,1509947025,0,f,0,0,0,0,0,0,1,9.0,ふうとう が 9 つ あります,e1,existence,1.0,more,e1,0,0,0
58,2017/11/06,14:43:51,301,31710071,2,5,2,SET,3,3,1,0,3,1509947025,0,f,0,1,0,0,0,1,1,4.0,"カード は ふうとう より
 4 つ すくないです",r1,comp_more,3.0,more,r,0,0,0
59,2017/11/06,14:44:08,321,31710071,2,5,3,SET,2,2,1,2,3,1509947025,0,s,1,1,1,1,1,5,1,0.0,カード が ? つ あります,e1,existence,2.0,more,e2,0,0,0
60,2017/11/06,14:44:08,321,31710071,2,5,3,CHECK,0,0,1,2,3,1509947025,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
61,2017/11/06,14:44:09,321,31710071,2,5,3,PROB_END,0,0,1,2,3,1509947025,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
62,2017/11/06,14:44:11,0,31710071,3,1,0,PROB_BEGIN,0,0,0,0,0,1509947051,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
63,2017/11/06,14:44:45,3,31710071,3,1,1,SET,1,3,3,0,0,1509947051,0,f,0,1,0,0,0,1,1,2.0,"きいろい花 は 赤い花 より
 2 本 すくないです",r1,comp_more,1.0,more,r,0,1,0
64,2017/11/06,14:45:29,3,31710071,3,1,2,REMOVE,1,3,3,0,0,1509947051,0,f,0,1,0,0,0,1,1,2.0,"きいろい花 は 赤い花 より
 2 本 すくないです",r1,comp_more,1.0,more,r,0,1,0
65,2017/11/06,14:45:30,300,31710071,3,1,3,SET,3,3,0,0,3,1509947051,0,f,0,1,0,0,0,1,1,2.0,"きいろい花 は 赤い花 より
 2 本 すくないです",r1,comp_more,1.0,more,r,0,1,0
66,2017/11/06,14:45:53,301,31710071,3,1,4,SET,1,1,1,0,3,1509947051,0,f,0,1,0,0,0,1,1,7.0,赤い花 が 7 本 さいています,e1,existence,2.0,more,e1,0,1,0
67,2017/11/06,14:46:35,321,31710071,3,1,5,SET,2,2,1,2,3,1509947051,0,s,1,1,1,1,1,5,1,0.0,きいろい花 が ? 本 さいています,e1,existence,3.0,more,e2,0,1,0
68,2017/11/06,14:46:36,321,31710071,3,1,5,CHECK,0,0,1,2,3,1509947051,1,s,1,1,1,1,1,5,1,,,,,,,,0,1,0
69,2017/11/06,14:46:50,321,31710071,3,1,5,PROB_END,0,0,1,2,3,1509947051,1,s,2,6,2,2,2,14,1,,,,,,,,0,1,0
70,2017/11/06,14:46:50,0,31710071,3,2,0,PROB_BEGIN,0,0,0,0,0,1509947210,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
71,2017/11/06,14:46:57,1,31710071,3,2,1,SET,1,1,1,0,0,1509947210,0,f,0,0,0,0,0,0,1,8.0,赤いふうせん が 8 こ あります,e1,existence,2.0,more,e1,0,0,0
72,2017/11/06,14:47:02,301,31710071,3,2,2,SET,3,3,1,0,3,1509947210,0,f,0,1,0,0,0,1,1,5.0,"きいろいふうせん は 赤いふうせん より
 5 こ すくないです",r1,comp_more,1.0,more,r,0,0,0
73,2017/11/06,14:47:06,321,31710071,3,2,3,SET,2,2,1,2,3,1509947210,0,s,1,1,1,1,1,5,1,0.0,きいろいふうせん が ? こ あります,e1,existence,3.0,more,e2,0,0,0
74,2017/11/06,14:47:06,321,31710071,3,2,3,CHECK,0,0,1,2,3,1509947210,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
75,2017/11/06,14:47:07,321,31710071,3,2,3,PROB_END,0,0,1,2,3,1509947210,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
76,2017/11/06,14:47:07,0,31710071,3,3,0,PROB_BEGIN,0,0,0,0,0,1509947227,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
77,2017/11/06,14:47:10,1,31710071,3,3,1,SET,1,1,1,0,0,1509947227,0,f,0,0,0,0,0,0,1,7.0,りんご が 7 こ あります,e1,existence,2.0,more,e1,0,0,0
78,2017/11/06,14:47:13,301,31710071,3,3,2,SET,3,3,1,0,3,1509947227,0,f,0,1,0,0,0,1,1,2.0,"みかん は りんご より
 2 こ すくないです",r1,comp_more,1.0,more,r,0,0,0
79,2017/11/06,14:47:15,321,31710071,3,3,3,SET,2,2,1,2,3,1509947227,0,s,1,1,1,1,1,5,1,0.0,みかん が ? こ あります,e1,existence,3.0,more,e2,0,0,0
80,2017/11/06,14:47:16,321,31710071,3,3,3,CHECK,0,0,1,2,3,1509947227,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
81,2017/11/06,14:47:16,321,31710071,3,3,3,PROB_END,0,0,1,2,3,1509947227,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
82,2017/11/06,14:47:16,0,31710071,3,4,0,PROB_BEGIN,0,0,0,0,0,1509947236,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
83,2017/11/06,14:47:21,1,31710071,3,4,1,SET,1,1,1,0,0,1509947236,0,f,0,0,0,0,0,0,1,6.0,アルミかん が 6 こ あります,e1,existence,2.0,more,e1,0,0,0
84,2017/11/06,14:47:33,301,31710071,3,4,2,SET,3,3,1,0,3,1509947236,0,f,0,1,0,0,0,1,1,2.0,"スチールかん は アルミかん より
 2 こ すくないです",r1,comp_more,1.0,more,r,0,0,0
85,2017/11/06,14:47:35,321,31710071,3,4,3,SET,2,2,1,2,3,1509947236,0,s,1,1,1,1,1,5,1,0.0,スチールかん が ? こ あります,e1,existence,3.0,more,e2,0,0,0
86,2017/11/06,14:47:36,321,31710071,3,4,3,CHECK,0,0,1,2,3,1509947236,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
87,2017/11/06,14:47:36,321,31710071,3,4,3,PROB_END,0,0,1,2,3,1509947236,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
88,2017/11/06,14:47:36,0,31710071,3,5,0,PROB_BEGIN,0,0,0,0,0,1509947256,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
89,2017/11/06,14:47:39,1,31710071,3,5,1,SET,1,1,1,0,0,1509947256,0,f,0,0,0,0,0,0,1,9.0,ふうとう が 9 つ あります,e1,existence,2.0,more,e1,0,0,0
90,2017/11/06,14:47:41,301,31710071,3,5,2,SET,3,3,1,0,3,1509947256,0,f,0,1,0,0,0,1,1,4.0,"カード は ふうとう より
 4 つ すくないです",r1,comp_more,1.0,more,r,0,0,0
91,2017/11/06,14:47:43,321,31710071,3,5,3,SET,2,2,1,2,3,1509947256,0,s,1,1,1,1,1,5,1,0.0,カード が ? つ あります,e1,existence,3.0,more,e2,0,0,0
92,2017/11/06,14:47:43,321,31710071,3,5,3,CHECK,0,0,1,2,3,1509947256,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
93,2017/11/06,14:47:44,321,31710071,3,5,3,PROB_END,0,0,1,2,3,1509947256,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
94,2017/11/06,14:41:13,0,31510207,1,1,0,PROB_BEGIN,0,0,0,0,0,1509946873,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
95,2017/11/06,14:41:25,1,31510207,1,1,1,SET,1,1,1,0,0,1509946873,0,f,0,0,0,0,0,0,1,7.0,赤い花 が 7 本 さいています,e1,existence,1.0,more,e1,0,0,0
96,2017/11/06,14:41:28,21,31510207,1,1,2,SET,2,2,1,2,0,1509946873,0,f,0,0,0,0,0,0,1,5.0,きいろい花 が 5 本 さいています,e1,existence,2.0,more,e2,0,0,0
97,2017/11/06,14:41:32,321,31510207,1,1,3,SET,3,3,1,2,3,1509946873,0,s,1,1,1,1,1,5,1,0.0,"きいろい花 は 赤い花 より
 ? 本 すくないです",r1,comp_more,3.0,more,r,0,0,0
98,2017/11/06,14:41:32,321,31510207,1,1,3,CHECK,0,0,1,2,3,1509946873,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
99,2017/11/06,14:41:33,321,31510207,1,1,3,PROB_END,0,0,1,2,3,1509946873,1,s,2,2,2,2,2,10,1,,,,,,,,0,0,0
100,2017/11/06,14:41:33,0,31510207,1,2,0,PROB_BEGIN,0,0,0,0,0,1509946893,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
101,2017/11/06,14:41:38,1,31510207,1,2,1,SET,1,1,1,0,0,1509946893,0,f,0,0,0,0,0,0,1,8.0,赤いふうせん が 8 こ あります,e1,existence,1.0,more,e1,0,0,0
102,2017/11/06,14:41:42,21,31510207,1,2,2,SET,2,2,1,2,0,1509946893,0,f,0,0,0,0,0,0,1,3.0,きいろいふうせん が 3 こ あります,e1,existence,2.0,more,e2,0,0,0
103,2017/11/06,14:41:43,321,31510207,1,2,3,SET,3,3,1,2,3,1509946893,0,s,1,1,1,1,1,5,1,0.0,"きいろいふうせん は 赤いふうせん より
 ? こ すくないです",r1,comp_more,3.0,more,r,0,0,0
104,2017/11/06,14:41:44,321,31510207,1,2,3,CHECK,0,0,1,2,3,1509946893,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
105,2017/11/06,14:41:45,321,31510207,1,2,3,PROB_END,0,0,1,2,3,1509946893,1,s,2,2,2,2,2,10,1,,,,,,,,0,0,0
106,2017/11/06,14:41:45,0,31510207,1,3,0,PROB_BEGIN,0,0,0,0,0,1509946905,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
107,2017/11/06,14:41:48,1,31510207,1,3,1,SET,1,1,1,0,0,1509946905,0,f,0,0,0,0,0,0,1,7.0,りんご が 7 こ あります,e1,existence,1.0,more,e1,0,0,0
108,2017/11/06,14:41:52,21,31510207,1,3,2,SET,2,2,1,2,0,1509946905,0,f,0,0,0,0,0,0,1,5.0,みかん が 5 こ あります,e1,existence,2.0,more,e2,0,0,0
109,2017/11/06,14:41:55,321,31510207,1,3,3,SET,3,3,1,2,3,1509946905,0,s,1,1,1,1,1,5,1,0.0,"みかん は りんご より
 ? こ すくないです",r1,comp_more,3.0,more,r,0,0,0
110,2017/11/06,14:41:55,321,31510207,1,3,3,CHECK,0,0,1,2,3,1509946905,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
111,2017/11/06,14:41:56,321,31510207,1,3,3,PROB_END,0,0,1,2,3,1509946905,1,s,2,2,2,2,2,10,1,,,,,,,,0,0,0
112,2017/11/06,14:41:56,0,31510207,1,4,0,PROB_BEGIN,0,0,0,0,0,1509946916,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
113,2017/11/06,14:42:07,1,31510207,1,4,1,SET,1,1,1,0,0,1509946916,0,f,0,0,0,0,0,0,1,6.0,アルミかん が 6 こ あります,e1,existence,1.0,more,e1,0,0,0
114,2017/11/06,14:42:12,21,31510207,1,4,2,SET,2,2,1,2,0,1509946916,0,f,0,0,0,0,0,0,1,4.0,スチールかん が 4 こ あります,e1,existence,2.0,more,e2,0,0,0
115,2017/11/06,14:42:13,321,31510207,1,4,3,SET,3,3,1,2,3,1509946916,0,s,1,1,1,1,1,5,1,0.0,"スチールかん は アルミかん より
 ? こ すくないです",r1,comp_more,3.0,more,r,0,0,0
116,2017/11/06,14:42:14,321,31510207,1,4,3,CHECK,0,0,1,2,3,1509946916,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
117,2017/11/06,14:42:14,321,31510207,1,4,3,PROB_END,0,0,1,2,3,1509946916,1,s,2,2,2,2,2,10,1,,,,,,,,0,0,0
118,2017/11/06,14:42:14,0,31510207,1,5,0,PROB_BEGIN,0,0,0,0,0,1509946934,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
119,2017/11/06,14:42:19,1,31510207,1,5,1,SET,1,1,1,0,0,1509946934,0,f,0,0,0,0,0,0,1,9.0,ふうとう が 9 つ あります,e1,existence,1.0,more,e1,0,0,0
120,2017/11/06,14:42:21,21,31510207,1,5,2,SET,2,2,1,2,0,1509946934,0,f,0,0,0,0,0,0,1,5.0,カード が 5 つ あります,e1,existence,2.0,more,e2,0,0,0
121,2017/11/06,14:42:23,321,31510207,1,5,3,SET,3,3,1,2,3,1509946934,0,s,1,1,1,1,1,5,1,0.0,"カード は ふうとう より
 ? つ すくないです",r1,comp_more,3.0,more,r,0,0,0
122,2017/11/06,14:42:24,321,31510207,1,5,3,CHECK,0,0,1,2,3,1509946934,1,s,1,1,1,1,1,5,1,,,,,,,,1,0,1
123,2017/11/06,14:42:24,321,31510207,1,5,3,PROB_END,0,0,1,2,3,1509946934,1,s,2,2,2,2,2,10,1,,,,,,,,0,0,0
124,2017/11/06,14:42:26,0,31510207,2,1,0,PROB_BEGIN,0,0,0,0,0,1509946946,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
125,2017/11/06,14:42:36,1,31510207,2,1,1,SET,1,1,1,0,0,1509946946,0,f,0,0,0,0,0,0,1,7.0,赤い花 が 7 本 さいています,e1,existence,1.0,more,e1,0,0,0
126,2017/11/06,14:42:42,301,31510207,2,1,2,SET,3,3,1,0,3,1509946946,0,f,0,1,0,0,0,1,1,2.0,"きいろい花 は 赤い花 より
 2 本 すくないです",r1,comp_more,3.0,more,r,0,0,0
127,2017/11/06,14:42:47,321,31510207,2,1,3,SET,2,2,1,2,3,1509946946,0,s,1,1,1,1,1,5,1,0.0,きいろい花 が ? 本 さいています,e1,existence,2.0,more,e2,0,0,0
128,2017/11/06,14:42:48,321,31510207,2,1,3,CHECK,0,0,1,2,3,1509946946,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
129,2017/11/06,14:42:48,321,31510207,2,1,3,PROB_END,0,0,1,2,3,1509946946,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
130,2017/11/06,14:42:48,0,31510207,2,2,0,PROB_BEGIN,0,0,0,0,0,1509946968,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
131,2017/11/06,14:42:53,1,31510207,2,2,1,SET,1,1,1,0,0,1509946968,0,f,0,0,0,0,0,0,1,8.0,赤いふうせん が 8 こ あります,e1,existence,1.0,more,e1,0,0,0
132,2017/11/06,14:42:56,301,31510207,2,2,2,SET,3,3,1,0,3,1509946968,0,f,0,1,0,0,0,1,1,5.0,"きいろいふうせん は 赤いふうせん より
 5 こ すくないです",r1,comp_more,3.0,more,r,0,0,0
133,2017/11/06,14:42:58,321,31510207,2,2,3,SET,2,2,1,2,3,1509946968,0,s,1,1,1,1,1,5,1,0.0,きいろいふうせん が ? こ あります,e1,existence,2.0,more,e2,0,0,0
134,2017/11/06,14:42:58,321,31510207,2,2,3,CHECK,0,0,1,2,3,1509946968,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
135,2017/11/06,14:42:59,321,31510207,2,2,3,PROB_END,0,0,1,2,3,1509946968,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
136,2017/11/06,14:42:59,0,31510207,2,3,0,PROB_BEGIN,0,0,0,0,0,1509946979,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
137,2017/11/06,14:43:02,1,31510207,2,3,1,SET,1,1,1,0,0,1509946979,0,f,0,0,0,0,0,0,1,7.0,りんご が 7 こ あります,e1,existence,1.0,more,e1,0,0,0
138,2017/11/06,14:43:05,301,31510207,2,3,2,SET,3,3,1,0,3,1509946979,0,f,0,1,0,0,0,1,1,2.0,"みかん は りんご より
 2 こ すくないです",r1,comp_more,3.0,more,r,0,0,0
139,2017/11/06,14:43:06,321,31510207,2,3,3,SET,2,2,1,2,3,1509946979,0,s,1,1,1,1,1,5,1,0.0,みかん が ? こ あります,e1,existence,2.0,more,e2,0,0,0
140,2017/11/06,14:43:06,321,31510207,2,3,3,CHECK,0,0,1,2,3,1509946979,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
141,2017/11/06,14:43:07,321,31510207,2,3,3,PROB_END,0,0,1,2,3,1509946979,1,s,2,3,2,2,2,11,1,,,,,,,,0,0,0
142,2017/11/06,14:43:07,0,31510207,2,4,0,PROB_BEGIN,0,0,0,0,0,1509946987,0,f,0,0,0,0,0,0,1,,,,,,,,0,0,0
143,2017/11/06,14:43:10,1,31510207,2,4,1,SET,1,1,1,0,0,1509946987,0,f,0,0,0,0,0,0,1,6.0,アルミかん が 6 こ あります,e1,existence,1.0,more,e1,0,0,0
144,2017/11/06,14:43:16,301,31510207,2,4,2,SET,3,3,1,0,3,1509946987,0,f,0,1,0,0,0,1,1,2.0,"スチールかん は アルミかん より
 2 こ すくないです",r1,comp_more,3.0,more,r,0,0,0
145,2017/11/06,14:43:19,321,31510207,2,4,3,SET,2,2,1,2,3,1509946987,0,s,1,1,1,1,1,5,1,0.0,スチールかん が ? こ あります,e1,existence,2.0,more,e2,0,0,0
146,2017/11/06,14:43:19,321,31510207,2,4,3,CHECK,0,0,1,2,3,1509946987,1,s,1,1,1,1,1,5,1,,,,,,,,0,0,0
