,date,time,ans,InputID,story_num,lv,asg,stp,ope1,slot,card,slot1,slot2,slot3,session,check,jdg,C.S,ST.S,N.S,SS.S,O.S,validity,trial,amount,sentence,type0,type2,formula_order,story,type,story_st,relation_st,formula_st,q,strategy,counts
6900,2017/10/16,14:48:25,321,31710086,3,1,3,5,CHECK,0,0,1,2,3,1508132876,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,45
6905,2017/10/16,14:48:56,541,31710086,3,1,4,3,CHECK,0,0,1,4,5,1508132905,1,f,0,0,1,1,0,2,1,,,,,,,,,,F*,3_1_4,F*,45
6918,2017/10/16,14:50:03,321,31710086,3,1,5,3,CHECK,0,0,1,2,3,1508132982,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,45
6923,2017/10/16,14:51:32,321,31710086,3,2,1,3,CHECK,0,0,1,2,3,1508133007,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_1,F*,45
6928,2017/10/16,14:51:53,321,31710086,3,2,2,3,CHECK,0,0,1,2,3,1508133093,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_2,F*,45
6933,2017/10/16,14:52:04,321,31710086,3,2,3,3,CHECK,0,0,1,2,3,1508133114,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_3,F*,45
6938,2017/10/16,14:52:18,321,31710086,3,2,4,3,CHECK,0,0,1,2,3,1508133124,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_4,F*,45
6943,2017/10/16,14:52:30,321,31710086,3,2,5,3,CHECK,0,0,1,2,3,1508133139,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_2_5,F*,45
6952,2017/10/16,14:53:03,145,31710086,3,3,1,7,CHECK,0,0,5,4,1,1508133152,1,f,0,0,1,1,0,2,1,,,,,,,,,,,3_3_1,n,45
7040,2017/10/16,14:58:16,421,31710086,3,3,2,5,CHECK,0,0,1,2,4,1508133455,1,f,0,1,0,1,1,3,1,,,,,,,,,,,3_3_2,n,45
7053,2017/10/16,14:58:55,321,31710086,3,3,3,5,CHECK,0,0,1,2,3,1508133505,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_3_3,n,45
7058,2017/10/16,14:59:22,321,31710086,3,3,4,3,CHECK,0,0,1,2,3,1508133536,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_4,s,45
7063,2017/10/16,14:59:48,321,31710086,3,3,5,3,CHECK,0,0,1,2,3,1508133563,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_5,s,45
9402,2017/10/30,14:45:54,321,31710086,4,1,1,3,CHECK,0,0,1,2,3,1509342337,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_1,r,45
9408,2017/10/30,14:46:04,321,31710086,4,1,2,3,CHECK,0,0,1,2,3,1509342355,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,45
9414,2017/10/30,14:46:17,321,31710086,4,1,3,3,CHECK,0,0,1,2,3,1509342365,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,45
9420,2017/10/30,14:46:33,321,31710086,4,1,4,3,CHECK,0,0,1,2,3,1509342378,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,45
9426,2017/10/30,14:46:48,321,31710086,4,1,5,3,CHECK,0,0,1,2,3,1509342394,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,45
9433,2017/10/30,14:47:05,321,31710086,4,2,1,3,CHECK,0,0,1,2,3,1509342410,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,45
9439,2017/10/30,14:47:18,321,31710086,4,2,2,3,CHECK,0,0,1,2,3,1509342426,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,45
9445,2017/10/30,14:47:42,321,31710086,4,2,3,3,CHECK,0,0,1,2,3,1509342439,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,45
9451,2017/10/30,14:48:02,321,31710086,4,2,4,3,CHECK,0,0,1,2,3,1509342463,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,45
9457,2017/10/30,14:48:16,321,31710086,4,2,5,3,CHECK,0,0,1,2,3,1509342482,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,45
9465,2017/10/30,14:49:38,345,31710086,4,3,1,5,CHECK,0,0,5,4,3,1509342499,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,45
9649,2017/10/30,14:57:51,321,31710086,4,3,2,3,CHECK,0,0,1,2,3,1509343054,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_2,s,45
9655,2017/10/30,14:58:09,321,31710086,4,3,3,3,CHECK,0,0,1,2,3,1509343072,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_3,s,45
9661,2017/10/30,14:58:24,321,31710086,4,3,4,3,CHECK,0,0,1,2,3,1509343090,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_4,s,45
9667,2017/10/30,14:58:33,321,31710086,4,3,5,3,CHECK,0,0,1,2,3,1509343104,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_5,s,45
5544,2017/11/06,14:41:43,341,31710086,5,1,1,3,CHECK,0,0,1,4,3,1509946884,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,5_1_1,F*,45
5569,2017/11/06,14:43:13,352,31710086,5,1,2,3,CHECK,0,0,2,5,3,1509946960,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,5_1_2,r,45
5585,2017/11/06,14:45:03,312,31710086,5,1,3,3,CHECK,0,0,2,1,3,1509947014,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_3,r,45
5591,2017/11/06,14:45:14,312,31710086,5,1,4,3,CHECK,0,0,2,1,3,1509947104,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_4,r,45
5597,2017/11/06,14:45:22,342,31710086,5,1,5,3,CHECK,0,0,2,4,3,1509947115,1,f,0,1,0,1,1,3,1,,,,,,,,,r,,5_1_5,r,45
5606,2017/11/06,14:46:08,321,31710086,5,2,1,3,CHECK,0,0,1,2,3,1509947131,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_1,F*,45
5612,2017/11/06,14:46:17,341,31710086,5,2,2,3,CHECK,0,0,1,4,3,1509947169,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_2_2,r,45
5635,2017/11/06,14:47:37,312,31710086,5,2,3,7,CHECK,0,0,2,1,3,1509947233,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_3,r,45
5643,2017/11/06,14:47:50,312,31710086,5,2,4,5,CHECK,0,0,2,1,3,1509947257,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_4,r,45
5651,2017/11/06,14:48:05,312,31710086,5,2,5,5,CHECK,0,0,2,1,3,1509947271,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_2_5,r,45
5657,2017/11/06,14:48:59,312,31710086,5,3,1,3,CHECK,0,0,2,1,3,1509947290,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_1,r,45
5663,2017/11/06,14:49:23,312,31710086,5,3,2,3,CHECK,0,0,2,1,3,1509947339,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,45
5669,2017/11/06,14:49:37,312,31710086,5,3,3,3,CHECK,0,0,2,1,3,1509947364,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_3,r,45
5675,2017/11/06,14:49:47,312,31710086,5,3,4,3,CHECK,0,0,2,1,3,1509947377,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_4,r,45
5681,2017/11/06,14:49:58,312,31710086,5,3,5,3,CHECK,0,0,2,1,3,1509947388,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,45
7340,2017/10/16,14:46:47,321,s31710042,3,1,1,3,CHECK,0,0,1,2,3,1508132799,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_1,F*,15
7345,2017/10/16,14:46:54,321,s31710042,3,1,2,3,CHECK,0,0,1,2,3,1508132808,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_2,F*,15
7352,2017/10/16,14:47:08,321,s31710042,3,1,3,5,CHECK,0,0,1,2,3,1508132815,1,s,1,1,1,1,1,5,1,,,,,,,,,,,3_1_3,n,15
7357,2017/10/16,14:47:21,321,s31710042,3,1,4,3,CHECK,0,0,1,2,3,1508132829,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_4,F*,15
7362,2017/10/16,14:47:32,321,s31710042,3,1,5,3,CHECK,0,0,1,2,3,1508132842,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,3_1_5,F*,15
7367,2017/10/16,14:47:46,326,s31710042,3,2,1,3,CHECK,0,0,6,2,3,1508132855,1,f,1,1,1,1,0,4,1,,,,,,,,,,F*,3_2_1,F*,15
7375,2017/10/16,14:48:01,321,s31710042,3,2,2,3,CHECK,0,0,1,2,3,1508132872,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_2,r,15
7380,2017/10/16,14:48:13,321,s31710042,3,2,3,3,CHECK,0,0,1,2,3,1508132882,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_3,r,15
7385,2017/10/16,14:48:27,321,s31710042,3,2,4,3,CHECK,0,0,1,2,3,1508132894,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_4,r,15
7392,2017/10/16,14:48:50,321,s31710042,3,2,5,5,CHECK,0,0,1,2,3,1508132908,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,3_2_5,r,15
7399,2017/10/16,14:50:08,143,s31710042,3,3,1,5,CHECK,0,0,3,4,1,1508132935,1,f,0,0,1,0,1,2,1,,,,,,,,,,,3_3_1,n,15
7436,2017/10/16,14:54:34,231,s31710042,3,3,2,3,CHECK,0,0,1,3,2,1508133251,1,f,0,1,1,1,1,4,1,,,,,,,,,,,3_3_2,n,15
7451,2017/10/16,14:55:21,321,s31710042,3,3,3,3,CHECK,0,0,1,2,3,1508133305,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_3,s,15
7456,2017/10/16,14:55:38,321,s31710042,3,3,4,3,CHECK,0,0,1,2,3,1508133321,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_4,s,15
7461,2017/10/16,14:55:48,321,s31710042,3,3,5,3,CHECK,0,0,1,2,3,1508133338,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,3_3_5,s,15
282,2017/10/30,14:49:48,321,31710039,4,1,1,3,CHECK,0,0,1,2,3,1509342452,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_1,n,15
288,2017/10/30,14:50:08,321,31710039,4,1,2,3,CHECK,0,0,1,2,3,1509342589,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,15
294,2017/10/30,14:50:36,321,31710039,4,1,3,3,CHECK,0,0,1,2,3,1509342609,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_3,n,15
300,2017/10/30,14:51:49,321,31710039,4,1,4,3,CHECK,0,0,1,2,3,1509342637,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_4,n,15
306,2017/10/30,14:52:06,321,31710039,4,1,5,3,CHECK,0,0,1,2,3,1509342711,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_5,n,15
312,2017/10/30,14:52:24,321,31710039,4,2,1,3,CHECK,0,0,1,2,3,1509342729,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_1,n,15
318,2017/10/30,14:52:39,321,31710039,4,2,2,3,CHECK,0,0,1,2,3,1509342745,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_2,n,15
324,2017/10/30,14:52:58,321,31710039,4,2,3,3,CHECK,0,0,1,2,3,1509342760,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_3,n,15
330,2017/10/30,14:53:27,321,31710039,4,2,4,3,CHECK,0,0,1,2,3,1509342779,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_4,n,15
336,2017/10/30,14:53:43,321,31710039,4,2,5,3,CHECK,0,0,1,2,3,1509342808,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_5,n,15
342,2017/10/30,14:55:05,453,31710039,4,3,1,3,CHECK,0,0,3,5,4,1509342828,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,15
389,2017/10/30,14:58:52,321,31710039,4,3,2,7,CHECK,0,0,1,2,3,1509343098,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_2,n,15
395,2017/10/30,14:59:13,321,31710039,4,3,3,3,CHECK,0,0,1,2,3,1509343134,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_3,n,15
401,2017/10/30,14:59:26,321,31710039,4,3,4,3,CHECK,0,0,1,2,3,1509343154,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_4,n,15
407,2017/10/30,14:59:41,321,31710039,4,3,5,3,CHECK,0,0,1,2,3,1509343168,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_5,n,15
413,2017/10/30,14:39:50,321,31610043,4,1,1,3,CHECK,0,0,1,2,3,1509341959,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_1,F*,20
421,2017/10/30,14:40:05,321,31610043,4,1,2,5,CHECK,0,0,1,2,3,1509341991,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_2,n,20
427,2017/10/30,14:40:52,321,31610043,4,1,3,3,CHECK,0,0,1,2,3,1509342007,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,20
433,2017/10/30,14:42:00,321,31610043,4,1,4,3,CHECK,0,0,1,2,3,1509342053,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_4,r,20
439,2017/10/30,14:42:19,321,31610043,4,1,5,3,CHECK,0,0,1,2,3,1509342122,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,20
455,2017/10/30,14:43:10,321,31610043,4,2,1,13,CHECK,0,0,1,2,3,1509342146,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_2_1,r,20
461,2017/10/30,14:45:07,321,31610043,4,2,2,3,CHECK,0,0,1,2,3,1509342191,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,20
467,2017/10/30,14:45:23,341,31610043,4,2,3,3,CHECK,0,0,1,4,3,1509342309,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,4_2_3,F*,20
476,2017/10/30,14:46:25,321,31610043,4,2,4,3,CHECK,0,0,1,2,3,1509342337,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,20
482,2017/10/30,14:46:39,321,31610043,4,2,5,3,CHECK,0,0,1,2,3,1509342386,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_5,F*,20
318,2017/11/06,14:32:07,321,31610043,5,1,1,3,CHECK,0,0,1,2,3,1509946309,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_1,F*,20
326,2017/11/06,14:32:23,321,31610043,5,1,2,5,CHECK,0,0,1,2,3,1509946327,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_2,n,20
334,2017/11/06,14:32:44,321,31610043,5,1,3,5,CHECK,0,0,1,2,3,1509946344,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_3,n,20
340,2017/11/06,14:33:24,321,31610043,5,1,4,3,CHECK,0,0,1,2,3,1509946365,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_4,F*,20
346,2017/11/06,14:34:05,321,31610043,5,1,5,3,CHECK,0,0,1,2,3,1509946405,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,20
352,2017/11/06,14:34:23,321,31610043,5,2,1,3,CHECK,0,0,1,2,3,1509946450,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_1,n,20
358,2017/11/06,14:34:34,321,31610043,5,2,2,3,CHECK,0,0,1,2,3,1509946463,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_2,n,20
364,2017/11/06,14:34:46,321,31610043,5,2,3,3,CHECK,0,0,1,2,3,1509946474,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,20
370,2017/11/06,14:35:00,321,31610043,5,2,4,3,CHECK,0,0,1,2,3,1509946487,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_4,n,20
376,2017/11/06,14:35:21,321,31610043,5,2,5,3,CHECK,0,0,1,2,3,1509946501,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,20
490,2017/10/30,17:11:34,321,s31610012,4,1,1,5,CHECK,0,0,1,2,3,1509351074,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_1,n,30
496,2017/10/30,17:11:43,325,s31610012,4,1,2,3,CHECK,0,0,5,2,3,1509351096,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,4_1_2,F*,30
507,2017/10/30,17:12:07,321,s31610012,4,1,3,3,CHECK,0,0,1,2,3,1509351114,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,30
513,2017/10/30,17:12:21,321,s31610012,4,1,4,3,CHECK,0,0,1,2,3,1509351128,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_4,r,30
519,2017/10/30,17:12:30,321,s31610012,4,1,5,3,CHECK,0,0,1,2,3,1509351142,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_1_5,n,30
525,2017/10/30,17:12:43,341,s31610012,4,2,1,3,CHECK,0,0,1,4,3,1509351154,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_2_1,n,30
534,2017/10/30,17:13:08,321,s31610012,4,2,2,3,CHECK,0,0,1,2,3,1509351174,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_2,F*,30
542,2017/10/30,17:13:29,321,s31610012,4,2,3,5,CHECK,0,0,1,2,3,1509351189,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_3,n,30
548,2017/10/30,17:13:48,321,s31610012,4,2,4,3,CHECK,0,0,1,2,3,1509351210,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_2_4,n,30
554,2017/10/30,17:14:01,341,s31610012,4,2,5,3,CHECK,0,0,1,4,3,1509351229,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_2_5,n,30
567,2017/10/30,17:14:27,453,s31610012,4,3,1,3,CHECK,0,0,3,5,4,1509351259,1,f,0,0,1,1,1,3,1,,,,,,,,,,F*,4_3_1,F*,30
620,2017/10/30,17:16:29,321,s31610012,4,3,2,5,CHECK,0,0,1,2,3,1509351377,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_2,n,30
626,2017/10/30,17:16:40,321,s31610012,4,3,3,3,CHECK,0,0,1,2,3,1509351390,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_3,n,30
634,2017/10/30,17:16:57,345,s31610012,4,3,4,5,CHECK,0,0,5,4,3,1509351400,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_4,n,30
646,2017/10/30,17:17:27,341,s31610012,4,3,5,3,CHECK,0,0,1,4,3,1509351438,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_5,n,30
386,2017/11/06,14:45:21,321,s31610012,5,1,1,7,CHECK,0,0,1,2,3,1509947098,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_1,r,30
394,2017/11/06,14:45:40,321,s31610012,5,1,2,5,CHECK,0,0,1,2,3,1509947124,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_2,F*,30
400,2017/11/06,14:45:55,321,s31610012,5,1,3,3,CHECK,0,0,1,2,3,1509947141,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_3,F*,30
408,2017/11/06,14:46:10,321,s31610012,5,1,4,5,CHECK,0,0,1,2,3,1509947157,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_1_4,n,30
414,2017/11/06,14:46:24,321,s31610012,5,1,5,3,CHECK,0,0,1,2,3,1509947171,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,30
422,2017/11/06,14:46:47,341,s31610012,5,2,1,5,CHECK,0,0,1,4,3,1509947186,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_2_1,r,30
447,2017/11/06,14:47:45,341,s31610012,5,2,2,3,CHECK,0,0,1,4,3,1509947250,1,f,0,1,1,1,0,3,1,,,,,,,,,,F*,5_2_2,F*,30
463,2017/11/06,14:48:17,321,s31610012,5,2,3,5,CHECK,0,0,1,2,3,1509947283,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_3,F*,30
469,2017/11/06,14:48:29,321,s31610012,5,2,4,3,CHECK,0,0,1,2,3,1509947298,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_2_4,F*,30
475,2017/11/06,14:48:37,321,s31610012,5,2,5,3,CHECK,0,0,1,2,3,1509947310,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_5,n,30
481,2017/11/06,14:49:00,216,s31610012,5,3,1,3,CHECK,0,0,6,1,2,1509947321,1,f,0,0,1,0,0,1,1,,,,,,,,,,F*,5_3_1,F*,30
540,2017/11/06,14:51:18,312,s31610012,5,3,2,3,CHECK,0,0,2,1,3,1509947460,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_2,r,30
546,2017/11/06,14:51:30,316,s31610012,5,3,3,3,CHECK,0,0,6,1,3,1509947479,1,f,0,1,0,1,0,2,1,,,,,,,,,r,,5_3_3,r,30
560,2017/11/06,14:51:59,314,s31610012,5,3,4,3,CHECK,0,0,4,1,3,1509947504,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_3_4,r,30
569,2017/11/06,14:52:19,324,s31610012,5,3,5,3,CHECK,0,0,4,2,3,1509947524,1,f,0,1,0,1,1,3,1,,,,,,,,,r,,5_3_5,r,30
655,2017/10/30,14:50:00,532,31610124,4,3,1,3,CHECK,0,0,2,3,5,1509342582,1,f,0,0,1,0,0,1,1,,,,,,,,,,,4_3_1,n,20
759,2017/10/30,14:52:36,325,31610124,4,3,2,3,CHECK,0,0,5,2,3,1509342744,1,f,0,0,1,0,0,1,1,,,,,,,,,r,,4_3_2,r,20
778,2017/10/30,14:53:28,325,31610124,4,3,3,5,CHECK,0,0,5,2,3,1509342787,1,f,0,0,1,0,0,1,1,,,,,,,,,,,4_3_3,n,20
1151,2017/10/30,15:06:33,341,31610124,4,3,4,5,CHECK,0,0,1,4,3,1509343507,1,f,0,0,1,0,1,2,1,,,,,,,,,,,4_3_4,n,20
1174,2017/10/30,15:07:18,321,31610124,4,3,5,5,CHECK,0,0,1,2,3,1509343623,1,s,1,1,1,1,1,5,1,,,,,,,,,,,4_3_5,n,20
582,2017/11/06,14:39:57,321,31610124,5,1,1,5,CHECK,0,0,1,2,3,1509946779,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_1_1,r,20
588,2017/11/06,14:40:08,341,31610124,5,1,2,3,CHECK,0,0,1,4,3,1509946797,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_1_2,r,20
597,2017/11/06,14:40:25,341,31610124,5,1,3,3,CHECK,0,0,1,4,3,1509946816,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_1_3,r,20
606,2017/11/06,14:40:42,341,31610124,5,1,4,3,CHECK,0,0,1,4,3,1509946832,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_1_4,r,20
615,2017/11/06,14:40:56,321,31610124,5,1,5,3,CHECK,0,0,1,2,3,1509946846,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,5_1_5,F*,20
625,2017/11/06,14:41:27,321,31610124,5,2,1,7,CHECK,0,0,1,2,3,1509946859,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_1,n,20
631,2017/11/06,14:41:39,321,31610124,5,2,2,3,CHECK,0,0,1,2,3,1509946888,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_2,n,20
637,2017/11/06,14:41:50,321,31610124,5,2,3,3,CHECK,0,0,1,2,3,1509946899,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_3,n,20
645,2017/11/06,14:42:03,321,31610124,5,2,4,5,CHECK,0,0,1,2,3,1509946910,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_2_4,n,20
651,2017/11/06,14:42:26,361,31610124,5,2,5,3,CHECK,0,0,1,6,3,1509946924,1,f,0,1,0,1,0,2,1,,,,,,,,,,,5_2_5,n,20
662,2017/11/06,14:43:08,356,31610124,5,3,1,3,CHECK,0,0,6,5,3,1509946962,1,f,0,0,0,0,0,0,1,,,,,,,,,,,5_3_1,n,20
680,2017/11/06,14:44:14,431,31610124,5,3,2,5,CHECK,0,0,1,3,4,1509947023,1,f,0,1,1,1,0,3,1,,,,,,,,,,,5_3_2,n,20
689,2017/11/06,14:44:27,431,31610124,5,3,3,3,CHECK,0,0,1,3,4,1509947057,1,f,0,1,1,1,0,3,1,,,,,,,,,r,,5_3_3,r,20
702,2017/11/06,14:44:43,231,31610124,5,3,4,7,CHECK,0,0,1,3,2,1509947071,1,s,1,1,1,1,1,5,1,,,,,,,,,,,5_3_4,n,20
708,2017/11/06,14:44:49,231,31610124,5,3,5,3,CHECK,0,0,1,3,2,1509947083,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,5_3_5,r,20
1323,2017/10/30,14:45:23,321,31710023,4,1,1,5,CHECK,0,0,1,2,3,1509342209,1,s,1,1,1,1,1,5,1,,,,,,,,,r,,4_1_1,r,30
1329,2017/10/30,14:45:46,321,31710023,4,1,2,3,CHECK,0,0,1,2,3,1509342324,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_2,F*,30
1337,2017/10/30,14:46:04,321,31710023,4,1,3,5,CHECK,0,0,1,2,3,1509342347,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_3,F*,30
1343,2017/10/30,14:46:18,321,31710023,4,1,4,3,CHECK,0,0,1,2,3,1509342365,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_4,F*,30
1349,2017/10/30,14:46:27,321,31710023,4,1,5,3,CHECK,0,0,1,2,3,1509342379,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_1_5,F*,30
1355,2017/10/30,14:46:42,321,31710023,4,2,1,3,CHECK,0,0,1,2,3,1509342392,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_1,F*,30
1361,2017/10/30,14:46:53,341,31710023,4,2,2,3,CHECK,0,0,1,4,3,1509342404,1,f,0,0,1,0,1,2,1,,,,,,,,,,F*,4_2_2,F*,30
1370,2017/10/30,14:47:16,321,31710023,4,2,3,3,CHECK,0,0,1,2,3,1509342423,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_3,F*,30
1376,2017/10/30,14:47:30,321,31710023,4,2,4,3,CHECK,0,0,1,2,3,1509342437,1,s,1,1,1,1,1,5,1,,,,,,,,,,F*,4_2_4,F*,30
1382,2017/10/30,14:47:45,621,31710023,4,2,5,3,CHECK,0,0,1,2,6,1509342451,1,f,1,1,1,1,0,4,1,,,,,,,,,,F*,4_2_5,F*,30
1393,2017/10/30,14:48:52,534,31710023,4,3,1,5,CHECK,0,0,4,3,5,1509342489,1,f,0,0,1,1,1,3,1,,,,,,,,,,,4_3_1,n,30
1584,2017/10/30,16:57:54,321,31710023,4,3,2,3,CHECK,0,0,1,2,3,1509350258,1,s,1,1,1,1,1,5,1,,,,,,,,s,,,4_3_2,s,30
